candidate_id,rule,source_evidence_direction,source_significance,graph_direction,source_support_polarity,source_supported_direction,source_alignment_status,predicate
GCA3-db661c164702d32289ffe1bc,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-8d388ee03391afa6e0b2f6f5,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-49532d0ba3f032180bd47cb6,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-a96350b0ee629b89545ea7fb,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-3aa7b68e8b989e0d5af38c2e,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-8286888cf46c4c4f5913ce0a,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-682a7457c278bee967e9449e,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-c23d70e9db8925780ce40894,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-239bfe989eef1ff78be7ecc5,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-184046f315d29d54b0e1608e,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-d1aebb2f0ad4cf1070c1aa41,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-6fb8f78356daf8f3f8a1d241,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-f1abdd2d35675c511439c906,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-ed948138e188e04da71854f1,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-28271fc402cdcc674f093712,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-5e347a7886dc1bcc414784e8,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-542fa694770b09f7420686ab,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-f68779199cbef68bdf3dce2a,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-3a08029c26703147e73a8f75,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-bc176fe3835e571c47e9b2f2,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-7ed217cdd8ab8b06479e5def,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-da09129ce6fe73beb958be7a,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-8d79be880b85ae63d50f4823,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-721456df9aea1348710b9576,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-79f0e40bd071b0bb000d7efe,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-2ea296537a29222ca6a37987,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-5eb743ec5b3c33fbd4ef898d,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-06db4575c3ea11377151d6cc,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-78fd0d362da91fe98ef264ca,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-d01dce3e4e25b9ea444fe1f7,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-e454a4c793bbeaad8ddaeaf1,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-5edf790b4dd4d197bf7618b0,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-ffcc0c1008f19fdad0e20aa4,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-37e5c13506bc82f42eea94e5,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-6cc03f299e58e472e13927b5,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-83d43c886afa16bdd966b238,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-68e3f2fd0ec5ff0cc683b79e,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-4e0cdc3f499504f6154607db,gca/3.0/evidence-statement,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-5ab5e3a1a3e82247847ae378,gca/3.0/evidence-to-intervention,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_sensitivity_to
GCA3-03926f91d6d3c686431f70d4,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-3f7d2956f9ada93ed3163be5,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-c9cde981b69671db2a9e2843,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-c1acc06074877da60b4b9a45,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-b0af0dfe425e91b0c09ded89,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-2dc17fc5d3a85b7fb55f5b7c,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-11e17c2e570152ab0941c933,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-46bfbb362ae83d01e4705b4a,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-0e9597ae0bec824a2b3df17e,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-8a1d497c1895d05baef2b547,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-2401dccac94729040f641ec8,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-3e5ad538d52d8d75b3a0e7cc,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-14cdfffb89a81dcbc561c645,gca/3.0/evidence-statement,Supports,Predisposition,PREDISPOSITION,SUPPORTS_ASSERTION,PREDISPOSITION,SOURCE_ALIGNED,has_evidence_statement
GCA3-98b14ef31d0c8d97e40965e1,gca/3.0/evidence-statement,,,UNKNOWN,NOT_REPORTED,,SOURCE_ALIGNMENT_NOT_AVAILABLE,has_evidence_statement
GCA3-ddd0d7cf7ff7c6ec9a7363a7,gca/3.0/evidence-statement,,,UNKNOWN,NOT_REPORTED,,SOURCE_ALIGNMENT_NOT_AVAILABLE,has_evidence_statement
GCA3-1992b070cc7e068072d760df,gca/3.0/evidence-statement,,,UNKNOWN,NOT_REPORTED,,SOURCE_ALIGNMENT_NOT_AVAILABLE,has_evidence_statement
GCA3-1bda3a1aa97f7dd2ff47df88,gca/3.0/evidence-statement,,,UNKNOWN,NOT_REPORTED,,SOURCE_ALIGNMENT_NOT_AVAILABLE,has_evidence_statement
GCA3-582f1c1aeb1b76352a75cb48,gca/3.0/evidence-statement,,,UNKNOWN,NOT_REPORTED,,SOURCE_ALIGNMENT_NOT_AVAILABLE,has_evidence_statement
GCA3-7c9ef9f6d13d127b6b6bc0b6,gca/3.0/evidence-statement,,,UNKNOWN,NOT_REPORTED,,SOURCE_ALIGNMENT_NOT_AVAILABLE,has_evidence_statement
GCA3-9e2defc70ffe43baacf7b522,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-d574a36b774fa88402fde12f,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-9b97afb5378c980cf3e0fccc,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-404cae48d3f404ebd82db4b1,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-8811ab45c29cc43594fbede4,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-381d2763c9850192f7e1aa5e,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-0a5e4b782ebb105e718d75fc,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-cda295c2d16a578d2d8c13eb,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-e75ac64232270ca3e1a7edb8,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-5723bd58251cd4fd0bd2feb9,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-71fb5d99048e03da606c8784,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-d33cb3c8191080fddb242e71,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-091ddd7a0c6f431c79c28445,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-e18fed1ac93c0e809ef53efb,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-1fbb30e5da3261ff6514b3fa,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-9926c5c91021b195272f3447,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-86b2408447f057f1e0d149a7,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-e87b7a461630164e99faa095,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-146b78725b3e28defe509ae0,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-0e69d2799fa235cf70033432,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-4c3831e437da60997d8b5917,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-676bcf66eaff5da9cbc3d183,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-3a1eacbb9f42fd2e4eee6507,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-4f4d0890e7f9c6cdea7ce197,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-99a619e24a81e885c6378360,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-dabd65a66546908304b769bf,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-6fe4fbbfb8eb80c6971ccda3,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-77216560b2b5dd2964b1cadb,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-968ad67c1329a55915b525b9,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-88c4d8be3b6445a80f5b18d3,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-8ad86d70b3ef29dec2396953,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-388a9af541968c776fcb0b14,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-445f3baea3cc7f2ff2ea1537,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-9000dee012bf67d4aaa37358,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-f987ce1ee03652b28bb12deb,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-0e27197336e693cd54040337,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-360ee01e565cf2eb4f05899d,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-8b0b5b0b34787379c70763ca,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-767d01a509136a90a1291605,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-c898814a135eaeb14aaa2417,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-6d420b81d032e351c2d64178,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-59343bf3e15c7c5bc37d033b,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-610e3270bfc35791a899e8b3,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-07e236d836cdcaf56fe7ec92,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-a601339b3658ca35a6292840,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-99a7c1ac29059f912f7510ea,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-b5418ab3987fedef215e6447,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-07724dde029f29d54c2ae6b1,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-7be53a5f59b743fb37bd0bf1,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-8d1c9b825ba8f0c9b8032dc5,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-0ff39d12766b6bfac6b9047c,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-72bf9e29c6aa44fed00ba555,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-219bd1a9f979b089493bb97c,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-0eebdef691af8f239f270069,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-ce476e19ccc8ed8838104d05,gca/3.0/evidence-statement,Does Not Support,Oncogenicity,ONCOGENICITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-31324d9e1e7d8241c183f13f,gca/3.0/evidence-statement,Supports,Oncogenicity,ONCOGENICITY,SUPPORTS_ASSERTION,ONCOGENICITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-9c8e5693f47ee6f0d5cead5d,gca/3.0/evidence-statement,Supports,Oncogenicity,ONCOGENICITY,SUPPORTS_ASSERTION,ONCOGENICITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-582321e41dc8d8ef387b59ab,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-ad16450e8096003c9c9589b4,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-d5e1d132b7d979c47dd6e12e,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-6f3e42e5912efc51b3f7834d,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-48d627cdd69dd4756c9c84c6,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-71a3b7b2fa02c240e8c96691,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-7326f0959f036c31672b2e3c,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-776bac1adc50e98aeccd7218,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-b8326c189a9db0964ebec3f8,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-afe935d4c3031be728168c8e,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-d4a8f2e489a807feb718c3b1,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-d73d5a7354539714a956411f,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-79fd50681af93af4b9bf78f8,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-b4c8e5ff435122b804ddc0b0,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-e9af74244e1d54ac9efea41d,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-f41ee588c3f3f90c101fb0f3,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
